0,0,0.610516396431673
0,1,0.3493032029856439
0,2,0.5831343354374969
0,3,0.5013530981415653
0,4,0.8803208008072456
0,5,0.16395928190590972
0,6,0.5322850439415874
0,7,0.16395928190590972
0,8,0.3482079180873735
0,9,0.760682237398027
0,0,1.9559279078869087
0,1,0.6768306635903065
0,2,0.49660948655225856
0,3,1.2763901252920404
0,4,1.1842296925868157
0,5,0.49660948655225856
0,6,0.49660948655225856
0,7,0.6772062193859514
0,8,1.1842296925868157
0,9,1.316539411980402
0,10,0.49660948655225856
1,0,0.845130064777571
1,1,0.16293785695056823
1,2,0.16293785695056823
1,3,0.16293785695056823
1,4,0.845130064777571
1,5,0.609948021400746
1,6,0.845130064777571
1,7,0.42734206617829007
1,8,0.42734206617829007
1,9,0.845130064777571
1,10,0.609948021400746
