0,0,0.6278696521641303
0,1,0.4079673652222335
0,2,0.6605196973614992
0,3,0.5990933063699975
0,4,0.9678994878532852
0,5,0.16420677087319274
0,6,0.5963329738937664
0,7,0.16420677087319274
0,8,0.4696774795037507
0,9,0.69770968477437
0,0,0.74517438713478
0,1,0.74517438713478
0,2,0.7727913111334483
0,3,0.7071900087965286
0,4,0.74517438713478
0,5,0.74517438713478
0,6,0.74517438713478
0,7,0.7513205629642984
0,8,0.7071900087965286
0,9,0.7071900087965286
0,10,0.74517438713478
1,0,0.7001269848531222
1,1,0.7218770552492628
1,2,0.746117748212082
1,3,0.746117748212082
1,4,0.746117748212082
1,5,0.746117748212082
1,6,0.7218770552492628
1,7,0.7001269848531222
1,8,0.5794510815454154
1,9,0.746117748212082
1,10,0.7001269848531222
